id,name,town,id_nummer,nb_employees,nb_employees_with_degree,address,method,year_of_reference,foundation_year,assets,profits,director,share_of_total_capital,status,date,contact,buying_price 1,buying_price 2,buyer_city,buyer,date_sale,surface_building,surface_for_devt,capital_on_sale 1,capital_on_sale 2,surface_agri,date_calls
436,PARK / LIPA,Sombor,8068739,59,1,Vojvođanska 26,Auction,2010,1947,39434,0,Srđan Sekulić,,Sold,29.May 2002.,Srđan Sekulić,6537000,RSD,"SERBIA, Petrovaradin",DRAŽEN RODIĆ (Konzorcijum),12.February 2004.,,14087,,,,
438,EKRAN,Sombor,8047154,5,1,Kralja Petra I br.4,Auction,2010,1950,13870,805,Stevan Vasiljević,,Sold,29.May 2002.,Stevan Vasiljević,17800000,RSD,"SERBIA, BEOGRAD",BRANISLAV RODIĆ,23.July 2008.,,1226,,,,
441,GORICA /Lilly Drogerie,Beograd,7006063,322,6,Hadži Prodanova 24/Francuska 61-65,Auction,,1954,,,Milenko Pavlović,,Sold,24.June 2002.,Radmila Stojković,151000000,RSD,"SERBIA, BEOGRAD",Mladen Grujić (Konzorcijum) - Gorica (Beograd),01.August 2003.,,,,,,
444,AGROSAVEZ TP,Sombor,8246149,11,1,Staparski put bb,Auction,2010,1991,133366,205,Slobodan Radonjić,"69,50%",Sold,29.September 2003.,Dragan Bulatović,19060000,RSD,"SERBIA, SOMBOR",TRA-DUGA DOO TRGOVINA I USLUGE,27.November 2007.,24603,73921,,,,
446,PEKAR / GRADSKA PEKARA,Sombor,8300917,59,3,Trg Cara Lazara 6,Auction,2010,1992,227700,68,Nemanja Vuković,,Sold,15.May 2002.,Nemanja Vuković,1948000,RSD,"SERBIA, Sombor",BRANKO MIJIĆ,26.February 2003.,,,,,,
457,VRUJCI PUP,Mionica,7655304,94,6,Gornja Toplica,Auction,2010,1991,355901,0,Ljubiša Marić,"35,20%",Sold,16.May 2002.,Dragan Radovanović,89000000,RSD,"SERBIA, Beograd",LJILJANA OBRENOVIĆ,15.July 2008.,5461,7348,77239000,RSD,9716,
463,DUMAČA GDP,Šabac,7169248,192,6,Obrenovački put bb,Auction,2010,1974,806003,29751,Živko Gordanić,,Sold,22.May 2002.,Živko Gordanić,22188000,RSD,"SERBIA, Šabac,Mišar",RADE NIKOLIĆ,07.July 2005.,,,,,286108,
464,KRISTAL,Prokuplje,7107374,64,2,Vasilija Đurovića 13,Auction,,1958,,,Krstivoje Petrović,,Sold,29.May 2002.,Krstivoje Petrović,3396000,RSD,"SERBIA, Beograd",EKONOMIK 94,04.March 2003.,,,,,,
466,VODOMONTAŽA / TEHNOGRADNjA,Zaječar,7219105,9,-,Nikole Pašića 37,Auction,,1960,,,Ljubomir Antić,,Sold,29.May 2002.,Ljubomir Antić,97000,RSD,"SERBIA, Zaječar",BOŽIDAR JANKOVIĆ,02.December 2003.,,,,,,
467,ORAHOVO,Novo Orahovo,8056919,98,6,Tornjoški put 2,Auction,2010,1946,515434,10521,Jakim Kišjuhas,,Sold,29.May 2002.,Slavko Radisavljević,44000000,RSD,"SERBIA, Bačka Topola",MILE JOVIČIĆ,18.March 2004.,,354589,,,3134439,
468,ČALMA DPP,Čalma,8014477,61,9,Pobede bb,Auction,2010,1989,428494,69599,Dragan Dikić,,Sold,29.May 2002.,Dragan Dikić,26083000,RSD,"SERBIA, Novi Sad",BRANISLAV MIHAJLOVIĆ (Konzorcijum),24.April 2003.,,,,,760253,
472,INGO,Šabac,7116292,139,2,Jevremova bb,Auction,2010,1990,152330,0,Snežana Mirčić,"70,00%",Sold,23.May 2002.,Miodrag Vasić,23010000,RSD,"SERBIA, Beograd",Omni Stock Doo,25.August 2003.,10854,,,,,
473,ŠUMADIJA IPTUM,Beograd,7035543,2,-,XXI Divizije 11-13,Auction,2010,1961,37053,711,Miodrag Bulatović,,Sold,23.May 2002.,Miodrag Bulatović,705000,RSD,"SERBIA, Beograd",MARIJA ALEKSIĆ,24.February 2009.,,6444,,,,
474,SIGNAL,Zrenjanin,8146055,26,-,Gimnazijska 8,Auction,2010,1983,6452,142,Života Marjanović,"70,00%",Sold,23.May 2002.,Života Marjanović,3400000,RSD,"SERBIA, Zrenjanin",ŽIVOTA MARJANOVIĆ (Konzorcijum),09.June 2003.,542,1723,,,33144,
476,AGROTEHNA,Sremski Karlovci,8040931,46,3,Zmaj Jovina 22,Auction,2010,1962,103805,0,Radmila Vračar,,Sold,22.May 2002.,Radmila Vračar,6300000,RSD,"SERBIA, KNJAŽEVAC",DRAGAN MILOJKOVIĆ (Konzorcijum) - Agrotehna (Sremski Karlovci),06.December 2002.,,,,,,
479,ČELIK,Bački Jarak,8059012,49,2,Novosadska bb,Auction,2010,1984,236347,1315,Vlado Jović,,Sold,22.May 2002.,Vlado Jović,20000000,RSD,"SERBIA, Bački Jarak",VLADO JOVIĆ (Konzorcijum za Čelik),05.March 2003.,,,,,,
480,HLADNjAČA / EURO FRIGO,Pirot,7288557,41,2,Barje Čiflički put bb,Auction,,1977,,,Momčilo Pejčić,"70,00%",Sold,22.May 2002.,Milorad Krstić,40000000,RSD,"SERBIA, PIROT",BOBAN MIJALKOVIĆ KONZORCIJUM - HLADNJAČA PIROT,30.December 2002.,3960,27283,12265000,RSD,,
482,PROSVETA GIDP / PROEL AD Požarevac,Požarevac,7143443,78,-,Draže Markovića 25,Auction,2010,1947,39753,2390,Dragiša Obradović,,Sold,27.May 2002.,Branka Milošević,4829000,RSD,"SLOVENIA, CELJE",BIMEX DOO,10.December 2002.,,,,,,
484,ELIND - TEUR / NOVI ELIND,Valjevo,7252749,140,8,Oslobodioci Valjeva bb,Auction,2010,1954,251550,0,Milan Jović,,Sold,27.May 2002.,Dragan Urošević,17353000,RSD,"SERBIA, Beograd",SPECIJALIZOVANO PREDUZEĆE ZA INDUSTRIJSKU KOOPERACIJU I INŽENJERING SPIK AD (KONZORCIJUM),06.September 2006.,,39047,,,,
487,AGROBOGOJEVO,Bogojevo,8008167,56,1,Adi Endrea 1,Auction,,1948,,,Andraš Bođo,"70,00%",Sold,29.May 2002.,Jožef Klenanc,37000000,RSD,"SERBIA, RATKOVO",MILORAD RACKOV (Konzorcijum),12.December 2003.,9361,,,,4508574,
488,ARMA,Bač,8053766,247,14,JNA 137,Auction,,1972,,,Marko Jovešić,,Sold,29.May 2002.,Marko Jovešić,22927000,RSD,"SERBIA, Bač",MARKO JOVEŠIĆ (Konzorcijum),26.February 2003.,,,,,,
489,UNIP,Valjevo,7136773,82,7,Valjevskog NOP odreda 46,Auction,,1974,,,Radiša Panić,,Sold,28.May 2002.,Radiša Panić,14616000,RSD,"SERBIA, Valjevo",STRELA OSIGURANJE,27.May 2003.,,34239,,,,
490,ŽUPLjANKA,Aleksandrovac,7099983,167,3,Kruševačka 18,Auction,,1960,,,Radoljub Miljušković,,Sold,29.May 2002.,Jelenko Bogdanović,48670000,RSD,"SERBIA, Aleksandrovac",RADOLJUB MIJUŠKOVIĆ (KONZORCIJUM ZA ŽUPLJANKU),06.September 2006.,11400,14928,,,,
491,ČAČAK FO,Čačak,7290586,58,2,Vukašina Ignjatovića bb,Auction,,1979,,,v.d. Selimir Marić,,Sold,13.June 2002.,Slobodan Obrenović,2105000,RSD,"SERBIA, Kragujevac",RADOJE MILANOVIĆ,23.December 2004.,,,,,,
493,22. DECEMBAR / M industry,Niš,7214553,116,3,Gen Milojka Lešjanina 37,Auction,2010,1950,70790,3712,Miodrag Lazić,,Sold,04.June 2002.,Miodrag Lazić,73000000,RSD,"SERBIA, Niš",DRAGOSLAV MANDIĆ,11.November 2003.,,,,,,
498,FIMA,Mionica,7213972,126,7,Toplički put 5,Auction,2010,1977,412208,28708,Vlada Ćosić,"70,00%",Sold,24.June 2002.,Milorad Terzić,21000000,RSD,"SERBIA, BEOGRAD",NIKOLA PEŠIĆ,30.December 2002.,3548,,64926400,RSD,,
502,INSTITUT ZA ZAŠTITU NA RADU,Novi Sad,8112517,93,53,Školska 3,Auction,,1977,,,Mirko Petković,,Sold,13.June 2002.,Mirko Petković,23000000,RSD,"SERBIA, Novi Sad",MILORAD BERONJA (Konzorcijum) - Institut za Zaštitu na radu (Novi Sad),13.December 2002.,,,,,,
506,PROLETER / PRO TEKO,Kovin,8012130,84,1,Ive Lole Ribara 5,Auction,2010,1956,49297,69,Ranko Savić,,Sold,03.June 2002.,Mirjana Joković,2257000,RSD,"SERBIA, Kovin",ŽELJKO TABAŠEVIĆ (Konzorcijum) - Proleter,21.June 2005.,,5687,,,,
507,ČAJETINA IM,Čajetina,7395302,233,11,Serdara Mićića 6,Auction,2010,1960,1496529,0,Radenko Simović,,Sold,30.May 2002.,Radenko Simović,22092000,RSD,"SERBIA, Zrenjanin",BORIVOJE BEŠTIĆ (KONZORCIJUM) - Čajetina (Čajetina),03.July 2003.,10604,,,,35960000,
508,GALAD,Kikinda,8021848,281,5,Bašaidski drum bb,Auction,2010,1975,571019,81465,Đorđe Zorić,,Sold,03.June 2002.,Živka Zec,31105000,RSD,"SERBIA, Nakovo",PERO GAŠIĆ (Konzorcijum) - Galad (Kikinda),09.May 2003.,,,,,,
509,TELEFONSERVIS,Beograd,7013795,16,1,Kralja Milutina 30,Auction,2010,1966,36698,83,Novica Bojović,"70,00%",Sold,03.June 2002.,Novica Bojović,15100000,RSD,"SERBIA, Beograd",VERICA RADOVIĆ (Konzorcijum) - Telefonservis (Beograd),18.December 2002.,345,,,,,
513,AVALA,Beograd,7092709,67,1,Bulevar JNA br.4 Beli Potok,Auction,2010,1958,138717,5850,Lazar Lučić,"69,99%",Sold,07.November 2002.,Lazar Lučić,260000000,RSD,"SERBIA, Beograd",VLADIMIR TOMIĆ,21.June 2005.,3715,34005,,,,
514,PALILULA MMP,Beograd,7032366,116,6,Višnjička 70,Auction,2010,1948,346872,0,v.d. Miroslava TAtić,,Sold,12.June 2002.,Radmila Pribaković,82000000,RSD,"SERBIA, Beograd",BORISLAV KAVGIĆ,19.December 2003.,7540,,,,,
515,MEPOL,Vrbas,8065918,129,1,Sivač Jovgena bb,Auction,2010,1957,221708,0,Miroslav Kovač,,Sold,04.June 2002.,Miroslav Kovač,18418000,RSD,"SERBIA, Savino Selo",BRANKO PEŠUT,05.April 2007.,108255,183224,,,,
516,LUKA LEGET,Sremska Mitrovica,8039534,307,9,Jarački put 10,Auction,2010,1969,977433,19867,Stanislav Bilbija,,Sold,24.June 2002.,Rastor Zdelar,72000000,RSD,"SERBIA, Zemun",ZORAN PETROVIĆ (Konzorcijum),19.June 2003.,,,,,,
517,UŽAR-OPREMA,Novi Sad,8068631,50,3,Heroja Pinkija 2,Auction,2010,1947,31824,0,Vukašin Pušara,,Sold,05.June 2002.,Zora Budai,3700000,RSD,"SERBIA, NOVI SAD",MILOVAN OREŠČANIN  (KONZORCIJUM),29.November 2002.,,,,,,
519,JABUKA Industrija skroba,Pančevo,8047618,256,16,Industrijsko naselje skrobare bb,Auction,2010,1894,1414670,0,Milenko Krajnović,"68,94%",Sold,25.December 2003.,Milenko Krajnović,700000000,RSD,"SERBIA, Crepaja",MIROSLAV ALEKSA (KONZORCIJUM) - Jabuka,04.July 2007.,10732,262161,,,,
521,INB,Bajmok,8000107,115,2,JNA 13,Auction,,1958,,,Željko Vojinović,,Sold,24.June 2002.,Ljiljana Ivošević,6710000,RSD,"SERBIA, Subotica","ŽELJKO VOJINOVIĆ (KONZORCIJUM ZA INB, BAJMOK)",04.September 2003.,,,,,,
524,STOTEKS,Novi Sad,8574693,280,4,Vojvođanskih brigada 24,Auction,,1949,,,Bogdan Majkić,"63,43%",Sold,08.February 2002.,Ljiljana Janičić,155000000,RSD,"SERBIA, Sremska Kamenica",PAVLE BAŠIĆ,18.March 2004.,62101,70926,59904053,RSD,,
527,POCERINA DPP / POCERINA VAS,Šabac,6961266,22,2,Jevremova bb,Auction,2010,1994,24062,0,Dragomir Arsenović,,Sold,14.June 2002.,Dragomir Arsenović,3988000,RSD,"SERBIA, Šabac",DUŠKO VASILJEVIĆ,11.February 2003.,,,,,,
528,PEKARSTVO DP,Kraljevo,7154372,180,10,Grdica 32,Auction,2010,1965,291801,7368,Milentije Čampar,,Sold,14.June 2002.,Milentije Čampar,126000000,RSD,"SERBIA, Beograd",VUJADIN JANKOVIĆ (KONZORCIJUM),15.March 2005.,,,,,,
529,FABRIKA HLEBA I MLEKA,Vranje,7137346,67,4,Omladinskaih brigada 3,Auction,2010,1962,114335,3819,Staniša Aleksić,"70,00%",Sold,12.November 2002.,Staniša Aleksić,45000000,RSD,"SERBIA, Vranje",MILORAD STOJMENOVIĆ,23.June 2005.,,11822,,,,
530,ROTOR,Beograd,7032013,76,2,Tvornička 5-9,Auction,,1948,,,Slavko Milošević,,Sold,06.June 2002.,Miloš Bogunović,4617000,RSD,"SERBIA, Beograd",PRO GALVANO MIKROMETAL - KONZORCIJUM,21.February 2003.,,,,,,
531,KLUZ-PADOBRANI,Beograd,17195565,137,3,Mite Ružića 8,Auction,2010,1934,302694,1455,Zdravko Mekterović,"70,00%",Sold,10.July 2002.,Zdravko Mekterović,32382000,RSD,"SERBIA, BEOGRAD",BOŽIDAR ANTIĆ (Konzorcijum) - Kluz-Padobrani (Beograd),03.March 2006.,,9417,,,,
532,HLEB,Novi Sad,8252343,504,22,Bajči Žilinskog 2,Auction,2010,1998,999338,1618,Mirko Višnjić,,Sold,14.June 2002.,Zorica Lazić,270000000,RSD,"SERBIA, Beograd","JOVAN VUKOTIĆ (KONZORCIJUM ZA HLEB, NOVI SAD)",30.October 2003.,,,,,,
534,JUGOPREVOZ-UGOPROMET,Čačak,7261365,38,4,Lomina 67,Auction,2010,1975,51013,0,Slavko Đelović,,Sold,07.June 2002.,Danica Jovanović,88000000,RSD,"SERBIA, Žunje, Knić",TRGOVINSKO TRANSPORTNO I USLUŽNO PREDUZEĆE JEZERO Doo,04.June 2007.,,201,,,,
535,SIT-SAOBRAĆAJ I TRANSPORT,Zrenjanin,8000859,85,2,Petra Drapšina 1,Auction,2010,1963,36677,741,Živica Brusin,,Sold,07.June 2002.,Živica Brusin,4614000,RSD,"SERBIA, Ečka",ŠANDOR ČAKI (Konzorcijum za SIT),25.March 2003.,,,,,,
540,GEOINŽENjERING,Beograd,7015623,55,2,Admirala Geprata 14,Auction,2010,1947,64718,0,Goran Čulić,,Sold,26.June 2002.,Goran Čulić,140000000,RSD,"SERBIA, Novi Sad",SLAVKO CARIĆ,28.July 2006.,,1458,,,43571,
541,La Ferme / (ranije PDP Sremski Mihaljevci),Beograd,8036900,15,1,Knez Mihajlova 42,Auction,2010,1990,24364,0,Perica Kosanić,"70,00%",Sold,13.June 2002.,Perica Kosanić,10000000,RSD,"SERBIA, Sremska Kamenica",BILJANA DIKIĆ,18.November 2004.,,,,,1435672,
544,DIMNIČAR,Bečej,8071489,10,1,Ivo Lole Ribara 12,Auction,2010,1989,1826,6,Snežana Salma,"70,00%",Sold,08.July 2002.,Snežana Salma,2700000,RSD,"SERBIA, bečej",SNEŽANA SALMA,29.November 2002.,183,,,,,
547,KOMISION,Beograd,7018193,91,2,Nušićeva 25,Auction,2010,1956,79291,0,Đorđe Radusinović,,Sold,10.June 2002.,Drago Vuković,5650000,RSD,"MONTENEGRO, Tivat",NEBOJŠA FILIPOVIĆ,06.December 2002.,,,25460000,RSD,,
551,GRADNjA DGP,Dimitrovgrad,7133235,78,2,Balkanska 86,Auction,,1948,,,Slavča Todorov,,Sold,10.June 2002.,Milka Stojkov,2065000,RSD,"SERBIA, Pirot",VIRKOM D.O.O.,19.November 2002.,,,,,,
554,MAŠINOSERVIS,Valjevo,7329261,36,-,Donja Grabovica bb,Auction,,1983,,,Dejan Simić,,Sold,14.June 2002.,Darko Perić,3900000,RSD,"SERBIA, Valjevo",VLADAN KRUNIĆ,20.December 2002.,,,,,,
556,GALENIKA-PLASTIKA,Beograd,7725540,130,10,Senski trg 7,Auction,,1935,,,Srboljub Slavković,,Sold,11.June 2002.,Biljana Milić,12787000,RSD,"SERBIA, Nova Pazova",BRANISLAV STANISAVLJEVIĆ,10.February 2004.,6640,,,,,
558,AKOTEKS,Ada,8208743,22,-,29.Novembra bb,Auction,2010,1951,33261,348,Marta Halgasev v.d.,"70,00%",Sold,10.October 2002.,Marta Halgasev v.d.,21627000,RSD,"SERBIA, Novi Sad",VALERIJA NAĐ,02.March 2007.,,26132,23741970,RSD,,
560,FITEP / VARNOST - FITEP,Beograd,7026935,396,10,"Gundulićeva 8-10, Zemun",Auction,2010,1977,125170,1616,Duško Knežević,,Sold,24.June 2002.,Duško Knežević,9062000,RSD,"SLOVENIA, Maribor",VARNOST DD,23.September 2003.,,,,,,
561,BEOGRAD SIGURNOST,Beograd,7018835,342,10,Marka Kraljevića 4,Auction,2010,1968,108632,0,Slobodan Rondović,"70,00%",Sold,24.June 2002.,Dragoljub Vuković,2889000,RSD,"SERBIA, Beograd",DRAGOLJUB VUKOVIĆ (KONZORCIJUM),13.May 2003.,,,,,,
562,ČIKER,Čantavir,8063923,19,-,Jožefa Atile 1,Auction,2010,1954,78893,12,Nikola Popović,"58,04%",Sold,03.December 2002.,Elvira Ladocki,22000000,RSD,"SERBIA, Subotica","SIMO SPREMO (KONZORCIJUM ZA ČIKER, ČANTAVIR)",30.October 2003.,,,,,,
564,METALOPRERADA,Užice,7606320,157,11,Krčagovo 29,Auction,2010,1965,132313,0,S. Krunić,"70,00%",Sold,12.June 2002.,Sreten Selaković,21000000,RSD,"SERBIA, Beograd",SLAVICA DABIĆ (Konzorcijum),17.July 2003.,9373,,63913000,RSD,,
571,TAMIŠ INFORMATIKA / BIS INFORMATIKA,Pančevo,8596255,18,5,Maksima Gorkog 2,Auction,2010,1995,9462,68,Slađana Simić,"70,00%",Sold,30.July 2002.,Slađana Simić,45000000,RSD,"SERBIA, Omoljica",JOVICA BOŽIĆ,09.December 2003.,470,,,,,
575,INTEGRAL-MEHANIZACIJA I TRANSPORT,Subotica,8230706,81,3,Čantavirski put bb,Auction,2010,1991,74952,615,Zoltan Mihok,"70,00%",Sold,09.July 2003.,Ljiljana Vučetić,39000000,RSD,"SERBIA, Subotica",PREDRAG PETRIČEVIĆ (Konzorcijum) - Integral-Mehanizacija i Transport,18.March 2004.,2202,56785,,,,
577,ZORKA-NEMETALI,Šabac,7160330,648,55,Narodnih heroja bb,Auction,,1977,,,Svetislav Pavlović,,Sold,05.June 2002.,Milan Tanasić,271613795,RSD,"AUSTRIA, A-4694 Ohlsdorf",ALAS INTERNATIONAL,29.December 2003.,29137,105217,,,930131,
579,ZORKA-EKSTRUDIRANA AMBALAŽA / KONCERN FARMAKOM M.B. ŠABAC - ZORKA EXA,Šabac,7660006,103,11,Narodnih heroja 1,Auction,,1971,,,Saša Živanović,,Sold,05.June 2002.,Saša Živanović,8800000,RSD,"SERBIA, Šabac",FARMAKOM MB DOO,23.December 2004.,2889,,,,,
581,ZORKA-PLASTIKA,Bogatić,7660014,13,1,Dubljanski put bb,Auction,2010,0,130385,0,Svetana Jerotić,,Sold,05.June 2002.,,12704000,RSD,"SERBIA, BEOGRAD",ULTRA D.o.o,04.July 2007.,,52395,,,,
582,ZORKA-TERMOPLAST / EUROPOLIS NF,Mesarci,7659997,48,3,15214 Debrc,Auction,2010,1978,231431,1521,v.d. Lazo Dokić,,Sold,05.June 2002.,Lazo Dokić,35000000,RSD,"SERBIA, Beograd",VLADAN ZEČEVIĆ,03.April 2007.,,40571,,,,
588,ZORKA-TRGOVINA,Šabac,7665563,24,4,Narodnih heroja 1,Auction,2010,1991,63706,0,Nebojša Popović,,Sold,05.June 2002.,Nebojša Popović,22886000,RSD,"SERBIA, Beograd",ENMON D.O.O.,04.March 2008.,,5271,,,,
590,ZORKA-STANDARD,Šabac,7389736,33,3,Hajduk Veljkova 2 / Narodnih heroja 1,Auction,,1968,,,Tomislav Arsenović,,Sold,05.June 2002.,Radoje Milovanović,57639000,RSD,"SERBIA, Šabac",FARMAKOM MB DOO,20.October 2006.,,,,,,
595,MIP,Zrenjanin,8159416,85,5,Kamnička bb,Auction,,1949,,,Goran Mandić,,Sold,14.June 2002.,Goran Mandić,2027000,RSD,"SERBIA, Zrenjanin",PROIZVODNJA MILE DRAGIĆ,09.June 2003.,,,,,,
596,NATOM,Niš,17126954,44,2,Ivana Milutinovića bb,Auction,2010,1956,57661,0,Kasim Kundalić,,Sold,14.June 2002.,Kasim Kundalić,6700000,RSD,"SERBIA, Niš",SNEŽANA DESPOTOVIĆ,28.March 2003.,,,,,,
599,PROGRES,Velika Plana,7360479,183,1,10.Oktobra 83,Auction,,1928,,,Zlatko Dilkić,"70,00%",Sold,24.June 2002.,Zlatko Dilkić,61000000,RSD,"SERBIA, Mali Zvornik",DRAGAN KOSTJERČEVIĆ,04.March 2003.,,,47191900,RSD,176695,
600,NIŠ PZP,Niš,7133812,491,20,Generala Tranijea 13a,Auction,2010,1962,8089702,0,Milutin Gašević,"70,00%",Sold,16.July 2002.,Ljiljana Živković,350000000,RSD,"SERBIA, KAČAREVO",NENAD NOVAKOVIĆ (Konzorcijum) - Niš PZP (Niš),04.February 2003.,4847,35579,205744700,RSD,,
601,POREČ,Donji Milanovac,7128991,249,7,Mosna Donji Milanovac,Auction,2010,1954,36499,137,Branislav Živković,,Sold,17.June 2002.,Mirjana Pavlović,22787000,RSD,"SERBIA, BEOGRAD",BORISAV SORAK,28.March 2003.,,61649,,,,
602,ZASTAVA ELEKTRO,Rača,7630832,276,4,Kralja Petra I 9,Bankruptcy,,1976,,,,,Sold,,,27763000,RSD,"SERBIA, Beograd",RANKO DEJANOVIĆ (KONZORCIJUM) - Zastava Elektro,03.March 2006.,,,,,,
603,PROKUPAC,Prokuplje,7187394,184,12,Braće Stojanović 8,Auction,,1955,,,Zlatko Dimitrijević,,Sold,17.June 2002.,Dušan Arsić,41996000,RSD,"SERBIA, Beograd",SLOBODAN SIMIĆ,29.June 2004.,,30827,,,14810,
608,METALPROMET,Kruševac,7102658,125,8,Jasički put bb,Auction,2010,1952,313773,15699,Vladimir Minić,,Sold,18.June 2002.,Vladimir Minić,260000000,RSD,"SERBIA, Kruševac",AMZE KAPLANI (KONZORCIJUM) - Metalpromet (Kruševac),11.October 2005.,,100443,,,,
609,PODRINjE,Ljubovija,7122055,49,-,Vojvode Mišića 41,Auction,,1948,,,Miloš Vasić,,Sold,24.June 2002.,Miloš Vasić,13300000,RSD,"SERBIA, Ljubovija",VIDO DAMNJANOVIĆ,25.November 2003.,,,,,,
610,JUGOPOT,Beograd,7027052,11,2,Nušićeva 12a / Francuska 17,Auction,2010,2004,41224,0,Slobodan Lučić,"68,30%",Sold,05.March 2007.,Slobodan Lučić,88628000,RSD,"SERBIA, Beograd",VISUAL TOOLS DOO,21.July 2009.,,,,,,
613,SRBIJATRANSPORT,Beograd,7032137,7,4,Đure Đakovića 84,Auction,,1951,,,Vladimir Stanojević,"33,90%",Sold,19.June 2002.,Vladimir Stanojević,268000,RSD,"SERBIA, Velika Plana",VLADISLAV RAJKOVIĆ,04.May 2006.,,,,,,
620,JP RTV VRNjAČKA BANjA,Vrnjačka Banja,17019864,44,4,Vojvođanska bb,Auction,2010,1995,6208,0,Snežana Milićević,"70,00%",Sold,11.November 2005.,Snežana Milićević,577000,RSD,"SERBIA, Beograd",MIODRAG RADOVIĆ,23.February 2010.,,,,,,
621,NEIMAR IGM,Zrenjanin,8000760,140,4,Mihajlovačka bb,Auction,2010,1990,187133,698,Gorica Vijnović,,Sold,19.June 2002.,Iva Seležan,75000000,RSD,"SERBIA, Zrenjanin",DRAGAN KOZLOVAČKI (konzorcijum za Neimar),24.July 2003.,,255424,,,20996,
622,2. OKTOBAR,Jasenovo,8247773,115,3,Jasenovo,Auction,2010,1991,87991,0,Dragan Mihajlović,,Sold,21.June 2002.,Dragan Mihajlović,7252000,RSD,"SERBIA, Požarevac",ZORAN BULATOVIĆ,30.December 2002.,,,,,,
623,UGOSTITELjSTVO / GOLUBAČKI GRAD,Golubac,7322631,50,-,Golubački trg 10,Auction,2010,1983,75430,101,Živoslav Ivić,,Sold,05.July 2002.,Živoslav Ivić,21527000,RSD,"SERBIA, Požarevac",ZORAN PEJIĆ (KONZORCIJUM),19.December 2003.,,,,,,
624,ĆELE KULA,Niš,7133561,111,3,Dušana Popovića 22,Auction,2010,1948,551756,0,Dragan Dimitrijević,"70,00%",Sold,27.December 2002.,Dragan Dimitrijević,41535000,RSD,"SERBIA, Beograd",SRBIJATEKS AD (KONZORCIJUM),22.November 2007.,48556,315025,,,,
626,KADINjAČA,Užice,7188684,455,2,Miloša Obrenovića 4,Auction,2010,1945,281650,6495,Milivoje Petrović,,Sold,24.June 2002.,Milivoje Petrović,23198000,RSD,"SERBIA, Užice",MILIVOJE PETROVIĆ (Konzorcijum),31.July 2003.,,,,,,
631,NOVI DANI,Beograd,7016492,107,6,Vojvode Brane br.13,Auction,2010,1953,303741,0,Igor Ristić,,Sold,09.July 2002.,Novica Bakić,55000000,RSD,"SERBIA, BEOGRAD",IGOR RISTIĆ KONZORCIJUM - NOVI DANI,15.July 2003.,,,,,,
632,PEKARA,Dimitrovgrad,7401744,76,-,Nišava 7,Auction,,1990,,,Boris Velev,"70,00%",Sold,09.July 2002.,Boris Velev,2437000,RSD,"SERBIA, Dimitrovgrad",DRAGOMIR GEROV,21.July 2003.,1150,725,,,,
633,VOJVODINA DIP,Nova Pazova,8023395,76,6,Cara Dušana bb,Auction,2010,1947,103176,0,Đorđe Petrušić,"69,50%",Sold,28.September 2002.,Đorđe Petrušić,25268000,RSD,"SERBIA, Beograd",ALEKSANDAR ŠKUNDRIĆ,03.June 2005.,,74600,,,,
634,KOBEST,Mladenovac,7047932,720,50,Raška Vukadinovića 6,Auction,2010,1935,941452,0,DejanĐurić,,Sold,25.June 2002.,Dragan Vićovac,82000000,RSD,"SERBIA, Mladenovac",MBR (KONZORCIJUM) - Kobest (Mladenovac),23.December 2003.,32764,74838,,,,
638,DUŠAN KOŠUTIĆ / NEDIĆ AGRAR,Bočar,8028656,43,2,Maršala Tita 17,Auction,2010,1974,313928,311,Milan Mitrović,"70,00%",Sold,25.June 2002.,Milan Mitrović,44000000,RSD,"SERBIA, Futog",ŽELJKO NEDIĆ,19.February 2003.,,13487,,,6031313,
639,PROJEKTOMONTAŽA,Beograd,7029284,370,9,Đure Đakovića 88,Auction,,1966,,,Siniša Zorić,,Sold,25.June 2002.,Dragica Rajanović,106000000,RSD,"SERBIA, Beograd",SINIŠA ZORIĆ (Konzorcijum) - Projektomontaža (Beograd),15.July 2003.,,,,,,
640,AVALA-GUMA,Beograd,7037694,91,-,Ruska 1,Auction,2010,1946,30817,0,Radojka Dakić Stanković,,Sold,26.June 2002.,Radojka Dakić Stanković,32000000,RSD,"SERBIA, BEOGRAD",ALEKSANDAR SAVKOVIĆ,28.January 2003.,,,,,,
641,AUTOTEHNA / AUTOTEHNA,Beograd,7006616,60,6,Bulevar Kralja Aleksandra 94,Auction,2010,1969,129670,1141,Tihomir Cvijić,,Sold,26.June 2002.,A.Troicki,21000000,RSD,"SERBIA, BEOGRAD",MIHAILO MIKIĆ (Konzorcijum) - Autotehna (Beograd),02.November 2005.,,,,,,
643,TIMOMED,Knjaževac,7584172,13,2,Kaličinski put bb,Auction,2010,1989,148685,5069,Srbislav Vidojević,,Sold,26.June 2002.,Srbislav Vidojević,195000,RSD,"SERBIA, Knjaževac",SRBISLAV VIDOJEVIĆ,11.March 2003.,,,,,41,
647,EKONOM,Ušće,7375166,158,5,36342 Ušće,Auction,2010,1978,97779,0,Zoran Urošević,"28,00%",Sold,21.April 2005.,Zoran Urošević,5700000,RSD,"SERBIA, Beograd",PRIMAT BG DOO,23.April 2007.,6780,24757,,,,
